Week,Store ID,Product ID,Category,Region,Units_Sold,Units_Ordered,Avg_Inventory,Avg_Price,Avg_Discount,Avg_Competitor_Price,Promotion_Days
2022-02-14,S002,P0011,Groceries,West,249,115,430.0,20.98,15.0,22.92,0
2022-02-14,S002,P0011,Toys,North,297,28,411.0,92.9,5.0,89.27,1
2022-02-14,S002,P0012,Clothing,East,63,197,270.0,88.38,15.0,89.56,0
2022-02-14,S002,P0012,Electronics,South,63,172,172.0,75.47,0.0,78.54,1
2022-02-14,S002,P0012,Furniture,East,33,150,70.0,39.15,0.0,34.27,0
2022-02-14,S002,P0012,Groceries,East,257,57,371.0,57.54,20.0,54.6,0
2022-02-14,S002,P0012,Groceries,South,87,172,491.0,41.53,5.0,37.0,1
2022-02-14,S002,P0012,Toys,South,36,302,98.5,90.045,2.5,92.545,2
2022-02-14,S002,P0013,Clothing,East,487,203,288.5,46.269999999999996,20.0,50.05,0
2022-02-14,S002,P0013,Furniture,North,153,102,290.0,12.67,20.0,10.94,0
2022-02-14,S002,P0013,Furniture,South,261,266,232.0,23.04,10.0,25.105,2
2022-02-14,S002,P0013,Groceries,South,79,115,100.0,54.13,20.0,52.55,0
2022-02-14,S002,P0013,Groceries,West,172,185,200.0,12.05,15.0,7.89,0
2022-02-14,S002,P0014,Clothing,South,72,70,287.0,69.22,10.0,69.46,0
2022-02-14,S002,P0014,Electronics,East,365,160,470.0,59.46,5.0,58.19,0
2022-02-14,S002,P0014,Electronics,South,61,192,134.0,90.52,0.0,94.72,1
2022-02-14,S002,P0014,Groceries,East,82,128,434.0,97.84,0.0,102.52,1
2022-02-14,S002,P0014,Toys,North,157,313,240.0,67.59,7.5,67.305,2
2022-02-14,S002,P0014,Toys,West,123,56,494.0,48.73,5.0,45.11,1
2022-02-14,S002,P0015,Clothing,South,200,242,220.0,11.585,10.0,12.825,0
2022-02-14,S002,P0015,Electronics,East,59,63,187.0,41.78,0.0,45.16,0
2022-02-14,S002,P0015,Electronics,West,210,156,257.0,10.64,15.0,15.48,1
2022-02-14,S002,P0015,Furniture,East,11,150,412.0,88.75,0.0,88.97,1
2022-02-14,S002,P0015,Toys,North,236,46,448.0,37.61,20.0,37.75,1
2022-02-14,S002,P0015,Toys,West,47,143,96.0,40.58,10.0,37.88,0
2022-02-14,S002,P0016,Clothing,South,5,39,109.0,19.0,5.0,20.47,0
2022-02-14,S002,P0016,Electronics,East,241,75,282.0,67.99,0.0,70.13,1
2022-02-14,S002,P0016,Electronics,North,114,38,306.0,71.81,15.0,68.47,0
2022-02-14,S002,P0016,Furniture,South,323,127,349.0,17.25,15.0,20.92,1
2022-02-14,S002,P0016,Groceries,South,141,146,164.0,63.254999999999995,12.5,63.47,1
2022-02-14,S002,P0016,Groceries,West,121,161,138.0,74.5,0.0,71.86,1
2022-02-14,S002,P0017,Electronics,North,147,125,278.0,31.46,5.0,32.58,0
2022-02-14,S002,P0017,Furniture,East,348,265,287.0,46.075,5.0,44.989999999999995,1
2022-02-14,S002,P0017,Groceries,East,65,52,194.0,55.01,20.0,56.8,1
2022-02-14,S002,P0017,Groceries,South,399,237,301.5,72.16,5.0,72.78999999999999,2
2022-02-14,S002,P0017,Toys,North,140,182,470.0,35.71,10.0,37.0,1
2022-02-14,S002,P0018,Clothing,East,20,164,190.0,62.05,15.0,65.35,1
2022-02-14,S002,P0018,Clothing,South,250,88,252.0,91.35,0.0,95.34,1
2022-02-14,S002,P0018,Clothing,West,275,161,218.0,56.22,15.0,52.81,0
2022-02-14,S002,P0018,Furniture,East,96,114,492.0,79.03,0.0,83.09,0
2022-02-14,S002,P0018,Furniture,North,27,189,144.0,90.88,5.0,92.21,1
2022-02-14,S002,P0018,Groceries,South,316,143,417.0,97.32,15.0,98.29,1
2022-02-14,S002,P0019,Clothing,East,475,221,296.5,46.715,15.0,48.0,0
2022-02-14,S002,P0019,Clothing,North,0,82,269.0,92.53,20.0,89.33,0
2022-02-14,S002,P0019,Clothing,West,34,132,68.0,59.64,10.0,61.03,0
2022-02-14,S002,P0019,Electronics,North,47,189,382.0,65.0,15.0,69.04,0
2022-02-14,S002,P0019,Groceries,East,54,191,204.0,83.6,20.0,80.93,0
2022-02-14,S002,P0019,Groceries,West,70,28,190.0,78.11,0.0,81.78,0
2022-02-14,S002,P0020,Clothing,South,13,43,100.0,72.89,20.0,69.25,0
2022-02-14,S002,P0020,Electronics,East,181,65,186.0,77.54,5.0,74.04,0
2022-02-14,S002,P0020,Electronics,North,6,196,192.0,28.22,0.0,29.67,1
2022-02-14,S002,P0020,Furniture,West,25,71,223.0,84.64,15.0,88.98,1
2022-02-14,S002,P0020,Groceries,North,89,97,116.0,94.44,15.0,92.31,0
2022-02-14,S002,P0020,Groceries,South,54,194,303.0,11.31,5.0,12.29,0
2022-02-14,S002,P0020,Toys,South,468,147,469.0,33.56,20.0,33.81,0
2022-02-14,S003,P0001,Clothing,North,13,77,127.0,13.4,20.0,15.27,0
2022-02-14,S003,P0001,Electronics,East,184,83,254.0,49.29,15.0,51.46,1
2022-02-14,S003,P0001,Electronics,West,256,155,285.0,45.77,20.0,45.8,1
2022-02-14,S003,P0001,Furniture,West,256,196,435.0,49.07,10.0,50.78,0
2022-02-14,S003,P0001,Toys,East,84,111,292.0,73.94,5.0,69.51,0
2022-02-14,S003,P0001,Toys,North,5,33,219.0,37.75,10.0,38.09,0
2022-02-14,S003,P0001,Toys,West,408,85,470.0,69.96,20.0,70.71,0
2022-02-14,S003,P0002,Clothing,North,9,51,387.0,77.32,10.0,73.41,0
2022-02-14,S003,P0002,Clothing,South,166,42,383.0,17.86,20.0,17.15,1
2022-02-14,S003,P0002,Electronics,East,2,168,61.0,94.06,5.0,97.23,0
2022-02-14,S003,P0002,Electronics,North,84,30,92.0,21.57,5.0,18.34,1
2022-02-14,S003,P0002,Groceries,East,27,116,80.0,53.19,20.0,49.1,1
2022-02-14,S003,P0002,Toys,West,313,253,390.0,79.065,2.5,77.95,2
2022-02-14,S003,P0003,Clothing,South,99,101,412.0,35.75,0.0,34.19,1
2022-02-14,S003,P0003,Electronics,North,134,174,308.0,61.285,2.5,59.275,1
2022-02-14,S003,P0003,Furniture,East,214,65,321.0,54.53,15.0,59.41,1
2022-02-14,S003,P0003,Furniture,North,185,84,323.0,74.3,15.0,70.63,1
2022-02-14,S003,P0003,Toys,South,397,197,417.0,63.18000000000001,15.0,63.195,2
2022-02-14,S003,P0004,Clothing,East,13,155,149.0,94.55,5.0,93.75,0
2022-02-14,S003,P0004,Clothing,North,198,197,178.0,15.845,0.0,14.425,1
2022-02-14,S003,P0004,Furniture,North,302,199,384.0,49.11,20.0,47.31,0
2022-02-14,S003,P0004,Groceries,South,302,57,353.0,11.66,5.0,7.81,0
2022-02-14,S003,P0004,Groceries,West,33,122,77.0,10.81,5.0,12.64,1
2022-02-14,S003,P0004,Toys,South,257,162,350.0,36.15,0.0,32.36,1
2022-02-14,S003,P0005,Furniture,East,255,177,367.0,41.91,10.0,43.37,1
2022-02-14,S003,P0005,Furniture,West,82,24,213.0,40.72,15.0,39.04,1
2022-02-14,S003,P0005,Groceries,East,302,147,369.0,33.41,0.0,35.83,0
2022-02-14,S003,P0005,Groceries,South,204,54,342.0,24.84,10.0,25.26,1
2022-02-14,S003,P0005,Groceries,West,509,131,378.0,61.7,10.0,61.38,1
2022-02-14,S003,P0005,Toys,West,68,45,384.0,64.03,0.0,60.79,0
2022-02-14,S003,P0006,Electronics,South,390,38,391.0,61.69,5.0,62.24,0
2022-02-14,S003,P0006,Electronics,West,48,198,331.0,21.62,20.0,20.78,0
2022-02-14,S003,P0006,Furniture,East,25,124,177.0,93.66,10.0,91.56,0
2022-02-14,S003,P0006,Furniture,North,350,23,413.0,45.1,15.0,40.11,0
2022-02-14,S003,P0006,Furniture,West,109,171,385.0,40.11,5.0,40.79,1
2022-02-14,S003,P0006,Groceries,East,174,138,358.0,65.72,0.0,62.72,0
2022-02-14,S003,P0006,Toys,East,293,61,410.0,93.61,10.0,97.11,1
2022-02-14,S003,P0007,Clothing,West,225,302,219.5,65.88,10.0,63.010000000000005,1
2022-02-14,S003,P0007,Electronics,North,143,184,463.0,23.94,20.0,24.29,0
2022-02-14,S003,P0007,Electronics,South,242,160,167.5,80.96,2.5,82.96000000000001,1
2022-02-14,S003,P0007,Electronics,West,58,23,265.0,51.37,0.0,55.56,1
2022-02-14,S003,P0007,Toys,West,4,33,99.0,93.45,15.0,93.32,1
2022-02-14,S003,P0008,Clothing,South,25,82,102.0,10.43,5.0,5.45,1
2022-02-14,S003,P0008,Clothing,West,15,72,82.0,41.91,15.0,44.73,0
2022-02-14,S003,P0008,Furniture,North,132,162,301.0,54.14,5.0,53.2,0
2022-02-14,S003,P0008,Furniture,South,223,214,275.5,46.685,2.5,43.485,1
2022-02-14,S003,P0008,Groceries,North,130,36,150.0,16.58,0.0,16.26,1
2022-02-14,S003,P0008,Groceries,South,2,158,73.0,38.77,10.0,39.3,1
2022-02-14,S003,P0009,Clothing,East,591,317,372.0,30.115,5.0,31.830000000000002,1
2022-02-14,S003,P0009,Clothing,West,29,50,79.0,95.1,20.0,90.4,0
2022-02-14,S003,P0009,Electronics,South,71,191,150.0,62.85,15.0,59.52,1
2022-02-14,S003,P0009,Toys,East,359,88,445.0,54.82,0.0,58.33,0
2022-02-14,S003,P0009,Toys,West,178,137,185.0,50.45,20.0,50.15,2
2022-02-14,S003,P0010,Clothing,North,364,243,346.5,56.459999999999994,7.5,58.260000000000005,1
2022-02-14,S003,P0010,Clothing,West,70,23,235.0,89.29,15.0,92.48,0
2022-02-14,S003,P0010,Electronics,North,262,71,349.0,45.83,10.0,46.3,0
2022-02-14,S003,P0010,Furniture,North,194,53,295.0,53.64,5.0,50.11,1
2022-02-14,S003,P0010,Groceries,East,58,174,313.0,40.51,15.0,37.29,0
2022-02-14,S003,P0010,Toys,East,261,161,329.0,76.98,10.0,79.59,1
2022-02-14,S003,P0011,Electronics,East,176,136,182.0,56.32,20.0,59.45,1
2022-02-14,S003,P0011,Electronics,West,371,103,387.0,13.09,20.0,17.24,0
2022-02-14,S003,P0011,Furniture,North,392,132,474.0,72.2,0.0,68.43,1
2022-02-14,S003,P0011,Furniture,South,43,176,406.0,21.62,10.0,17.46,1
2022-02-14,S003,P0011,Furniture,West,30,188,52.0,45.99,15.0,45.56,0
2022-02-14,S003,P0011,Groceries,South,109,127,137.0,92.38,0.0,88.62,0
2022-02-14,S003,P0011,Toys,West,348,96,383.0,50.62,15.0,54.56,0
2022-02-14,S003,P0012,Clothing,South,239,92,265.0,34.57,0.0,32.4,1
2022-02-14,S003,P0012,Furniture,North,14,195,435.0,19.3,20.0,23.27,0
2022-02-14,S003,P0012,Furniture,South,72,43,385.0,33.3,10.0,33.64,1
2022-02-14,S003,P0012,Furniture,West,10,159,266.0,60.62,10.0,56.69,1
2022-02-14,S003,P0012,Groceries,East,36,129,139.0,21.58,15.0,26.56,0
2022-02-14,S003,P0012,Groceries,North,184,140,302.0,36.55,0.0,37.21,0
2022-02-14,S003,P0012,Toys,East,114,134,174.0,58.52,15.0,56.77,1
2022-02-14,S003,P0013,Furniture,North,331,54,365.0,92.78,15.0,95.04,1
2022-02-14,S003,P0013,Furniture,South,14,52,108.0,61.85,10.0,63.73,1
2022-02-14,S003,P0013,Groceries,East,140,138,197.0,19.79,10.0,20.43,1
2022-02-14,S003,P0013,Groceries,South,21,131,80.0,42.31,15.0,43.33,1
2022-02-14,S003,P0013,Groceries,West,69,68,177.0,36.59,20.0,34.44,0
2022-02-14,S003,P0013,Toys,East,593,333,387.5,51.605000000000004,10.0,51.69,1
2022-02-14,S003,P0014,Clothing,North,148,156,223.5,56.724999999999994,12.5,59.19,1
2022-02-14,S003,P0014,Furniture,East,58,183,144.0,17.68,10.0,20.32,0
2022-02-14,S003,P0014,Groceries,East,120,85,417.0,70.9,20.0,74.43,1
2022-02-14,S003,P0014,Groceries,South,142,169,251.0,62.0,20.0,63.209999999999994,1
2022-02-14,S003,P0014,Toys,North,175,48,374.0,32.81,5.0,32.41,0
2022-02-14,S003,P0015,Electronics,West,18,50,148.0,68.53,20.0,69.05,0
2022-02-14,S003,P0015,Furniture,East,138,159,195.0,78.34,15.0,79.41,1
2022-02-14,S003,P0015,Groceries,East,29,147,54.0,41.05,0.0,41.82,1
2022-02-14,S003,P0015,Groceries,South,281,79,468.0,17.78,20.0,21.75,1
2022-02-14,S003,P0015,Groceries,West,193,41,318.0,93.2,20.0,91.99,1
2022-02-14,S003,P0015,Toys,North,215,85,249.0,62.81,0.0,59.22,0
2022-02-14,S003,P0015,Toys,West,82,56,210.0,33.99,5.0,35.06,0
2022-02-14,S003,P0016,Clothing,East,72,83,376.0,88.5,5.0,84.67,0
2022-02-14,S003,P0016,Electronics,North,14,52,87.0,96.04,5.0,97.24,0
2022-02-14,S003,P0016,Furniture,East,412,214,316.0,32.769999999999996,10.0,35.995,0
2022-02-14,S003,P0016,Furniture,West,571,225,458.5,57.355,20.0,54.144999999999996,2
2022-02-14,S003,P0016,Toys,South,37,182,79.0,96.77,0.0,98.4,1
2022-02-14,S003,P0017,Clothing,North,40,111,425.0,67.1,10.0,67.34,0
2022-02-14,S003,P0017,Clothing,South,326,291,275.5,48.99,15.0,51.53,1
2022-02-14,S003,P0017,Groceries,West,35,194,164.0,69.66,10.0,72.81,1
2022-02-14,S003,P0017,Toys,North,120,136,365.0,82.95,20.0,78.1,1
2022-02-14,S003,P0017,Toys,West,253,233,342.0,39.515,15.0,38.395,1
2022-02-14,S003,P0018,Furniture,East,31,110,495.0,10.92,10.0,13.62,0
2022-02-14,S003,P0018,Furniture,North,6,151,261.0,88.17,5.0,85.16,1
2022-02-14,S003,P0018,Furniture,South,174,255,132.0,70.955,5.0,71.885,1
2022-02-14,S003,P0018,Furniture,West,161,39,445.0,86.65,10.0,82.04,0
2022-02-14,S003,P0018,Toys,South,194,146,305.0,55.335,10.0,53.480000000000004,0
2022-02-14,S003,P0019,Clothing,East,112,124,381.0,81.06,10.0,80.02,0
2022-02-14,S003,P0019,Clothing,North,245,63,351.0,86.14,0.0,90.03,1
2022-02-14,S003,P0019,Clothing,South,158,148,444.0,75.63,10.0,70.98,1
2022-02-14,S003,P0019,Groceries,North,239,143,375.0,63.94,15.0,61.88,0
2022-02-14,S003,P0019,Groceries,South,136,180,338.0,53.42,17.5,55.465,1
2022-02-14,S003,P0019,Toys,North,50,107,377.0,89.56,15.0,85.43,0
2022-02-14,S003,P0020,Clothing,North,115,97,269.0,94.49,0.0,93.55,0
2022-02-14,S003,P0020,Electronics,East,28,137,134.0,28.63,10.0,28.8,0
2022-02-14,S003,P0020,Electronics,South,110,41,291.0,94.48,20.0,98.0,1
2022-02-14,S003,P0020,Furniture,North,2,155,251.0,64.93,10.0,67.73,1
2022-02-14,S003,P0020,Furniture,West,97,32,257.0,10.6,20.0,8.03,1
2022-02-14,S003,P0020,Toys,North,106,209,162.0,51.84,10.0,52.120000000000005,0
2022-02-14,S004,P0001,Clothing,North,337,51,347.0,91.83,15.0,94.1,0
2022-02-14,S004,P0001,Clothing,West,231,189,252.0,84.17,10.0,81.28,0
2022-02-14,S004,P0001,Electronics,North,115,30,184.0,75.96,10.0,80.7,0
2022-02-14,S004,P0001,Furniture,East,102,23,159.0,72.74,20.0,77.5,1
2022-02-14,S004,P0001,Furniture,South,311,155,347.0,27.95,15.0,27.68,1
2022-02-14,S004,P0001,Groceries,East,22,39,129.0,10.84,15.0,13.93,1
2022-02-14,S004,P0001,Toys,South,251,37,472.0,88.4,15.0,92.8,0
2022-02-14,S004,P0002,Clothing,East,295,88,367.0,14.49,15.0,14.05,1
2022-02-14,S004,P0002,Clothing,North,173,125,437.0,12.52,0.0,15.1,1
2022-02-14,S004,P0002,Clothing,South,14,45,58.0,38.57,10.0,43.51,0
2022-02-14,S004,P0002,Furniture,South,18,26,246.0,83.32,15.0,86.35,0
2022-02-14,S004,P0002,Groceries,West,96,58,225.0,41.95,0.0,39.21,1
2022-02-14,S004,P0002,Toys,North,14,160,75.0,85.65,5.0,81.96,1
2022-02-14,S004,P0002,Toys,South,92,83,154.0,34.38,10.0,30.59,0
2022-02-14,S004,P0003,Clothing,East,29,156,88.0,12.36,0.0,13.43,0
2022-02-14,S004,P0003,Clothing,North,433,165,460.0,71.3,0.0,69.32,1
2022-02-14,S004,P0003,Electronics,East,34,197,108.0,61.3,10.0,58.31,0
2022-02-14,S004,P0003,Furniture,South,306,197,372.0,87.99,15.0,86.13,1
2022-02-14,S004,P0003,Groceries,West,81,97,161.0,72.46,15.0,71.25,1
2022-02-14,S004,P0003,Toys,East,59,165,66.0,58.54,15.0,54.48,0
2022-02-14,S004,P0003,Toys,South,354,181,380.0,38.94,20.0,37.23,1
2022-02-14,S004,P0004,Clothing,South,164,31,209.0,39.57,20.0,34.7,0
2022-02-14,S004,P0004,Furniture,North,34,173,251.0,49.04,0.0,46.49,1
2022-02-14,S004,P0004,Furniture,West,354,190,413.0,32.79,10.0,28.68,1
2022-02-14,S004,P0004,Groceries,South,76,34,125.0,58.21,20.0,55.27,1
2022-02-14,S004,P0004,Groceries,West,228,185,268.0,79.19,15.0,81.1,0
2022-02-14,S004,P0004,Toys,North,38,42,393.0,77.24,5.0,79.54,1
2022-02-14,S004,P0004,Toys,South,389,107,441.0,71.37,10.0,68.41,1
2022-02-14,S004,P0005,Clothing,South,275,34,304.0,91.9,15.0,92.66,0
2022-02-14,S004,P0005,Electronics,North,43,183,416.0,65.45,10.0,63.97,1
2022-02-14,S004,P0005,Furniture,South,107,33,128.0,72.07,0.0,76.88,1
2022-02-14,S004,P0005,Furniture,West,56,32,446.0,96.29,20.0,94.13,0
2022-02-14,S004,P0005,Groceries,East,293,95,464.0,23.01,0.0,21.16,0
2022-02-14,S004,P0005,Groceries,West,44,21,271.0,90.38,15.0,86.66,1
2022-02-14,S004,P0005,Toys,North,115,52,400.0,78.86,5.0,80.46,0
2022-02-14,S004,P0006,Clothing,South,14,54,63.0,14.92,10.0,12.82,1
2022-02-14,S004,P0006,Electronics,North,143,179,287.0,23.66,5.0,24.06,1
2022-02-14,S004,P0006,Electronics,South,22,151,76.0,71.05,10.0,74.88,1
2022-02-14,S004,P0006,Furniture,North,133,133,223.0,84.26,0.0,82.36,0
2022-02-14,S004,P0006,Groceries,East,89,161,407.0,15.0,0.0,14.65,0
2022-02-14,S004,P0006,Groceries,North,139,142,492.0,52.4,10.0,55.93,0
2022-02-14,S004,P0006,Toys,North,164,157,199.0,11.83,15.0,9.17,0
2022-02-14,S004,P0007,Clothing,South,179,137,243.0,52.47,0.0,51.95,1
2022-02-14,S004,P0007,Clothing,West,427,399,227.0,45.29333333333333,3.3333333333333335,44.74,0
2022-02-14,S004,P0007,Electronics,West,300,53,313.0,96.62,0.0,97.43,0
2022-02-14,S004,P0007,Furniture,East,68,27,249.0,92.92,0.0,88.31,0
2022-02-14,S004,P0007,Toys,East,308,156,446.0,69.48,15.0,74.37,0
2022-02-14,S004,P0008,Clothing,West,92,76,104.0,48.47,5.0,44.77,1
2022-02-14,S004,P0008,Furniture,East,250,133,357.0,15.05,5.0,13.95,1
2022-02-14,S004,P0008,Furniture,South,279,188,466.0,36.83,15.0,32.0,1
2022-02-14,S004,P0008,Furniture,West,103,83,139.0,31.58,20.0,34.94,1
2022-02-14,S004,P0008,Groceries,West,195,157,304.0,95.66,20.0,100.53,0
2022-02-14,S004,P0008,Toys,North,4,35,68.0,59.15,5.0,56.09,0
2022-02-14,S004,P0008,Toys,South,58,175,90.0,31.08,15.0,33.59,1
2022-02-14,S004,P0009,Clothing,East,188,44,198.0,28.07,5.0,32.96,1
2022-02-14,S004,P0009,Clothing,North,201,84,276.0,40.23,10.0,43.74,0
2022-02-14,S004,P0009,Furniture,West,195,58,439.0,47.53,5.0,43.81,0
2022-02-14,S004,P0009,Groceries,North,28,207,101.0,55.655,20.0,53.955,0
2022-02-14,S004,P0009,Toys,North,28,52,98.0,96.75,10.0,97.75,1
2022-02-14,S004,P0009,Toys,South,35,190,56.0,42.75,0.0,41.95,0
2022-02-14,S004,P0010,Clothing,South,194,90,165.0,74.74,12.5,76.37,1
2022-02-14,S004,P0010,Clothing,West,454,35,479.0,12.15,15.0,12.08,0
2022-02-14,S004,P0010,Electronics,East,87,311,219.0,65.04,10.0,67.415,1
2022-02-14,S004,P0010,Electronics,West,93,121,135.0,65.77,0.0,64.25,0
2022-02-14,S004,P0010,Groceries,East,270,112,466.0,68.65,10.0,70.92,0
2022-02-14,S004,P0011,Clothing,East,80,191,155.0,22.11,0.0,18.91,0
2022-02-14,S004,P0011,Clothing,West,176,160,204.0,76.59,15.0,79.97,0
2022-02-14,S004,P0011,Groceries,East,81,54,158.0,99.41,20.0,101.13,0
2022-02-14,S004,P0011,Groceries,North,221,108,388.0,81.38,0.0,85.11,1
2022-02-14,S004,P0011,Groceries,West,71,20,141.0,45.32,5.0,43.86,0
2022-02-14,S004,P0011,Toys,North,183,58,398.0,41.65,0.0,46.19,0
2022-02-14,S004,P0011,Toys,South,242,146,246.0,34.95,10.0,30.42,1
2022-02-14,S004,P0012,Clothing,East,429,39,447.0,44.56,5.0,39.95,1
2022-02-14,S004,P0012,Electronics,North,324,115,408.0,18.79,20.0,17.59,1
2022-02-14,S004,P0012,Furniture,North,87,145,167.0,64.32,20.0,62.56,0
2022-02-14,S004,P0012,Furniture,West,80,165,161.5,71.42,5.0,73.09,0
2022-02-14,S004,P0012,Groceries,East,460,150,495.0,59.49,10.0,59.2,0
2022-02-14,S004,P0012,Groceries,South,42,148,477.0,82.82,5.0,79.26,0
2022-02-14,S004,P0013,Clothing,North,275,48,410.0,12.28,0.0,12.46,1
2022-02-14,S004,P0013,Clothing,South,119,141,209.5,49.25,20.0,47.14,2
2022-02-14,S004,P0013,Furniture,East,261,134,339.0,93.93,10.0,94.12,1
2022-02-14,S004,P0013,Furniture,West,609,239,465.0,54.44499999999999,10.0,52.68000000000001,2
2022-02-14,S004,P0013,Groceries,East,55,122,346.0,97.47,15.0,93.26,1
2022-02-14,S004,P0014,Clothing,South,130,104,280.0,92.62,5.0,96.05,0
2022-02-14,S004,P0014,Clothing,West,338,136,369.0,15.41,15.0,19.75,0
2022-02-14,S004,P0014,Furniture,East,114,106,273.0,46.21,20.0,41.74,0
2022-02-14,S004,P0014,Furniture,North,144,63,162.0,55.22,5.0,57.75,0
2022-02-14,S004,P0014,Groceries,South,269,152,159.5,58.855000000000004,12.5,58.965,1
2022-02-14,S004,P0014,Toys,West,73,199,337.0,77.8,10.0,80.48,0
2022-02-14,S004,P0015,Clothing,West,19,150,212.0,86.63,10.0,87.56,1
2022-02-14,S004,P0015,Electronics,South,158,33,307.0,97.72,15.0,98.04,1
2022-02-14,S004,P0015,Furniture,West,358,137,199.5,28.424999999999997,10.0,26.54,1
2022-02-14,S004,P0015,Groceries,South,120,172,444.0,17.78,10.0,17.36,1
2022-02-14,S004,P0015,Toys,North,211,163,269.0,56.0,15.0,60.455,1
2022-02-14,S004,P0016,Clothing,North,452,209,386.0,61.73,17.5,62.28,1
2022-02-14,S004,P0016,Clothing,South,160,170,172.0,61.48,5.0,57.63,0
2022-02-14,S004,P0016,Clothing,West,300,197,404.0,84.55,20.0,85.54,0
2022-02-14,S004,P0016,Electronics,East,112,187,329.0,93.88,5.0,89.3,0
2022-02-14,S004,P0016,Furniture,West,7,65,166.0,30.98,5.0,35.43,0
2022-02-14,S004,P0016,Groceries,East,37,136,66.0,88.64,5.0,86.53,1
2022-02-14,S004,P0017,Clothing,West,71,41,442.0,40.82,15.0,37.52,0
2022-02-14,S004,P0017,Electronics,North,85,217,144.5,33.135,7.5,32.58,1
2022-02-14,S004,P0017,Electronics,South,340,83,343.0,81.11,5.0,78.78,1
2022-02-14,S004,P0017,Furniture,North,11,77,273.0,54.16,15.0,54.63,0
2022-02-14,S004,P0017,Groceries,East,654,347,455.0,66.84,15.0,67.205,1
2022-02-14,S004,P0018,Clothing,East,33,188,490.0,68.75,10.0,64.53,1
2022-02-14,S004,P0018,Clothing,North,352,95,405.0,66.87,5.0,71.55,1
2022-02-14,S004,P0018,Electronics,East,62,85,149.0,57.7,0.0,55.24,1
2022-02-14,S004,P0018,Electronics,North,159,98,220.0,97.09,15.0,100.56,1
2022-02-14,S004,P0018,Electronics,South,193,72,486.0,34.26,15.0,31.78,0
2022-02-14,S004,P0018,Furniture,East,56,47,202.0,87.46,20.0,89.17,1
2022-02-14,S004,P0018,Toys,West,23,151,438.0,16.93,0.0,18.85,0
2022-02-14,S004,P0019,Clothing,East,53,140,74.0,64.08,10.0,67.44,0
2022-02-14,S004,P0019,Clothing,North,132,60,176.0,97.41,5.0,97.2,0
2022-02-14,S004,P0019,Electronics,East,66,194,68.0,19.85,0.0,20.27,0
2022-02-14,S004,P0019,Furniture,South,65,150,111.0,70.44,15.0,72.47,1
2022-02-14,S004,P0019,Groceries,East,406,61,452.0,56.28,0.0,56.07,1
2022-02-14,S004,P0019,Toys,South,113,214,175.5,11.6,2.5,12.365,1
2022-02-14,S004,P0020,Clothing,East,71,126,232.0,25.87,5.0,25.65,1
2022-02-14,S004,P0020,Clothing,South,75,31,457.0,28.16,15.0,25.9,0
2022-02-14,S004,P0020,Electronics,West,163,188,229.0,37.54,15.0,41.74,0
2022-02-14,S004,P0020,Furniture,North,17,167,268.0,58.63,10.0,63.02,0
2022-02-14,S004,P0020,Toys,East,351,87,369.0,43.69,15.0,41.89,0
2022-02-14,S004,P0020,Toys,North,75,48,496.0,50.67,15.0,46.8,1
2022-02-14,S004,P0020,Toys,West,395,172,472.0,49.95,0.0,46.36,0
2022-02-14,S005,P0001,Clothing,North,17,160,119.0,83.86,0.0,84.84,0
2022-02-14,S005,P0001,Electronics,East,11,32,120.0,46.19,0.0,49.61,1
2022-02-14,S005,P0001,Furniture,West,300,110,307.0,22.31,0.0,22.18,0
2022-02-14,S005,P0001,Groceries,East,1,34,154.0,82.82,15.0,86.64,1
2022-02-14,S005,P0001,Groceries,North,104,103,135.0,62.65,10.0,64.82,1
2022-02-14,S005,P0001,Toys,North,58,40,99.0,69.91,0.0,73.18,1
2022-02-14,S005,P0001,Toys,West,113,151,264.0,92.45,10.0,92.69,0
2022-02-14,S005,P0002,Clothing,South,131,190,371.0,29.85,0.0,29.38,0
2022-02-14,S005,P0002,Furniture,South,110,133,299.0,48.3,15.0,45.48,1
2022-02-14,S005,P0002,Groceries,West,345,116,416.0,16.45,15.0,20.61,0
2022-02-14,S005,P0002,Toys,North,320,172,391.0,19.34,5.0,20.3,1
2022-02-14,S005,P0002,Toys,South,94,299,279.5,77.47999999999999,12.5,75.87,0
2022-02-14,S005,P0002,Toys,West,90,110,120.0,16.72,10.0,15.2,1
2022-02-14,S005,P0003,Clothing,East,301,100,317.0,77.04,0.0,72.07,1
2022-02-14,S005,P0003,Clothing,West,146,148,155.0,53.03,10.0,48.86,1
2022-02-14,S005,P0003,Electronics,East,231,195,346.0,88.25,15.0,87.31,1
2022-02-14,S005,P0003,Electronics,South,197,96,263.0,36.74,10.0,39.44,0
2022-02-14,S005,P0003,Electronics,West,70,179,318.0,33.88,10.0,36.35,1
2022-02-14,S005,P0003,Toys,North,264,20,404.0,65.86,10.0,61.9,1
2022-02-14,S005,P0003,Toys,South,34,138,347.0,90.01,10.0,91.69,1
2022-02-14,S005,P0004,Clothing,East,315,121,339.0,53.36,0.0,53.31,0
2022-02-14,S005,P0004,Clothing,North,51,100,73.0,53.28,5.0,57.28,1
2022-02-14,S005,P0004,Clothing,South,65,112,257.0,30.41,0.0,34.57,1
2022-02-14,S005,P0004,Furniture,North,363,197,459.0,59.59,0.0,62.76,0
