Week,Store ID,Product ID,Category,Region,Forecast_Units
2024-01-22,S004,P0011,Groceries,East,150.8
2024-01-29,S004,P0011,Groceries,East,158.75
2024-02-05,S004,P0011,Groceries,East,156.6
2024-02-12,S004,P0011,Groceries,East,152.68
2024-02-19,S004,P0011,Groceries,East,139.2
2024-02-26,S004,P0011,Groceries,East,143.03
2024-01-08,S004,P0012,Clothing,East,127.01
2024-01-15,S004,P0012,Clothing,East,110.3
2024-01-22,S004,P0012,Clothing,East,105.98
2024-01-29,S004,P0012,Clothing,East,97.28
2024-02-05,S004,P0012,Clothing,East,99.64
2024-02-12,S004,P0012,Clothing,East,108.64
2024-02-19,S004,P0012,Clothing,East,107.94
2024-02-26,S004,P0012,Clothing,East,103.0
2024-01-08,S004,P0013,Electronics,West,101.61
2024-01-15,S004,P0013,Electronics,West,102.3
2024-01-22,S004,P0013,Electronics,West,103.02
2024-01-29,S004,P0013,Electronics,West,104.54
2024-02-05,S004,P0013,Electronics,West,111.16
2024-02-12,S004,P0013,Electronics,West,106.19
2024-02-19,S004,P0013,Electronics,West,105.15
2024-02-26,S004,P0013,Electronics,West,96.95
2024-01-08,S004,P0014,Furniture,South,154.03
2024-01-15,S004,P0014,Furniture,South,151.65
2024-01-22,S004,P0014,Furniture,South,147.53
2024-01-29,S004,P0014,Furniture,South,120.72
2024-02-05,S004,P0014,Furniture,South,158.64
2024-02-12,S004,P0014,Furniture,South,164.69
2024-02-19,S004,P0014,Furniture,South,147.16
2024-02-26,S004,P0014,Furniture,South,152.55
2024-01-08,S004,P0015,Toys,North,123.04
2024-01-15,S004,P0015,Toys,North,155.85
2024-01-22,S004,P0015,Toys,North,148.7
2024-01-29,S004,P0015,Toys,North,148.93
2024-02-05,S004,P0015,Toys,North,157.42
2024-02-12,S004,P0015,Toys,North,259.6
2024-02-19,S004,P0015,Toys,North,117.75
2024-02-26,S004,P0015,Toys,North,139.38
2024-01-08,S004,P0016,Clothing,West,148.9
2024-01-15,S004,P0016,Clothing,West,147.72
2024-01-22,S004,P0016,Clothing,West,161.62
2024-01-29,S004,P0016,Clothing,West,164.62
2024-02-05,S004,P0016,Clothing,West,163.96
2024-02-12,S004,P0016,Clothing,West,164.0
2024-02-19,S004,P0016,Clothing,West,159.13
2024-02-26,S004,P0016,Clothing,West,164.27
2024-01-08,S004,P0017,Electronics,North,172.11
2024-01-15,S004,P0017,Electronics,North,185.35
2024-01-22,S004,P0017,Electronics,North,176.55
2024-01-29,S004,P0017,Electronics,North,168.51
2024-02-05,S004,P0017,Electronics,North,200.01
2024-02-12,S004,P0017,Electronics,North,176.5
2024-02-19,S004,P0017,Electronics,North,174.65
2024-02-26,S004,P0017,Electronics,North,154.16
2024-01-08,S004,P0018,Toys,North,109.72
2024-01-15,S004,P0018,Toys,North,106.22
2024-01-22,S004,P0018,Toys,North,116.38
2024-01-29,S004,P0018,Toys,North,104.71
2024-02-05,S004,P0018,Toys,North,107.53
2024-02-12,S004,P0018,Toys,North,103.36
2024-02-19,S004,P0018,Toys,North,107.13
2024-02-26,S004,P0018,Toys,North,110.98
2024-01-08,S004,P0019,Clothing,East,146.38
2024-01-15,S004,P0019,Clothing,East,150.69
2024-01-22,S004,P0019,Clothing,East,144.15
2024-01-29,S004,P0019,Clothing,East,152.27
2024-02-05,S004,P0019,Clothing,East,164.57
2024-02-12,S004,P0019,Clothing,East,159.19
2024-02-19,S004,P0019,Clothing,East,148.2
2024-02-26,S004,P0019,Clothing,East,139.69
2024-01-08,S004,P0020,Toys,West,192.27
2024-01-15,S004,P0020,Toys,West,177.12
2024-01-22,S004,P0020,Toys,West,206.54
2024-01-29,S004,P0020,Toys,West,177.34
2024-02-05,S004,P0020,Toys,West,155.55
2024-02-12,S004,P0020,Toys,West,166.88
2024-02-19,S004,P0020,Toys,West,170.39
2024-02-26,S004,P0020,Toys,West,172.68
2024-01-08,S005,P0001,Toys,North,167.08
2024-01-15,S005,P0001,Toys,North,160.17
2024-01-22,S005,P0001,Toys,North,117.32
2024-01-29,S005,P0001,Toys,North,161.97
2024-02-05,S005,P0001,Toys,North,149.27
2024-02-12,S005,P0001,Toys,North,125.07
2024-02-19,S005,P0001,Toys,North,144.14
2024-02-26,S005,P0001,Toys,North,154.66
2024-01-08,S005,P0002,Groceries,North,151.38
2024-01-15,S005,P0002,Groceries,North,141.09
2024-01-22,S005,P0002,Groceries,North,144.0
2024-01-29,S005,P0002,Groceries,North,147.65
2024-02-05,S005,P0002,Groceries,North,152.48
2024-02-12,S005,P0002,Groceries,North,133.1
2024-02-19,S005,P0002,Groceries,North,139.79
2024-02-26,S005,P0002,Groceries,North,143.04
2024-01-08,S005,P0003,Furniture,South,171.33
2024-01-15,S005,P0003,Furniture,South,209.57
2024-01-22,S005,P0003,Furniture,South,193.48
2024-01-29,S005,P0003,Furniture,South,177.14
2024-02-05,S005,P0003,Furniture,South,172.59
2024-02-12,S005,P0003,Furniture,South,175.52
2024-02-19,S005,P0003,Furniture,South,166.0
2024-02-26,S005,P0003,Furniture,South,177.04
2024-01-08,S005,P0004,Toys,North,107.14
2024-01-15,S005,P0004,Toys,North,101.66
2024-01-22,S005,P0004,Toys,North,99.87
2024-01-29,S005,P0004,Toys,North,87.45
2024-02-05,S005,P0004,Toys,North,90.04
2024-02-12,S005,P0004,Toys,North,99.89
2024-02-19,S005,P0004,Toys,North,90.04
2024-02-26,S005,P0004,Toys,North,104.31
2024-01-08,S005,P0005,Toys,South,197.32
2024-01-15,S005,P0005,Toys,South,194.85
2024-01-22,S005,P0005,Toys,South,148.02
2024-01-29,S005,P0005,Toys,South,180.03
2024-02-05,S005,P0005,Toys,South,170.7
2024-02-12,S005,P0005,Toys,South,185.35
2024-02-19,S005,P0005,Toys,South,180.98
2024-02-26,S005,P0005,Toys,South,173.17
2024-01-08,S005,P0006,Furniture,North,173.86
2024-01-15,S005,P0006,Furniture,North,171.32
2024-01-22,S005,P0006,Furniture,North,172.61
2024-01-29,S005,P0006,Furniture,North,170.51
2024-02-05,S005,P0006,Furniture,North,172.43
2024-02-12,S005,P0006,Furniture,North,202.46
2024-02-19,S005,P0006,Furniture,North,215.61
2024-02-26,S005,P0006,Furniture,North,201.21
2024-01-08,S005,P0007,Groceries,South,200.2
2024-01-15,S005,P0007,Groceries,South,188.08
2024-01-22,S005,P0007,Groceries,South,178.96
2024-01-29,S005,P0007,Groceries,South,175.01
2024-02-05,S005,P0007,Groceries,South,189.02
2024-02-12,S005,P0007,Groceries,South,177.31
2024-02-19,S005,P0007,Groceries,South,167.01
2024-02-26,S005,P0007,Groceries,South,160.56
2024-01-08,S005,P0008,Electronics,West,210.85
2024-01-15,S005,P0008,Electronics,West,183.58
2024-01-22,S005,P0008,Electronics,West,196.81
2024-01-29,S005,P0008,Electronics,West,205.07
2024-02-05,S005,P0008,Electronics,West,200.47
2024-02-12,S005,P0008,Electronics,West,194.05
2024-02-19,S005,P0008,Electronics,West,198.2
2024-02-26,S005,P0008,Electronics,West,198.41
2024-01-08,S005,P0009,Furniture,North,142.58
2024-01-15,S005,P0009,Furniture,North,160.2
2024-01-22,S005,P0009,Furniture,North,173.76
2024-01-29,S005,P0009,Furniture,North,183.21
2024-02-05,S005,P0009,Furniture,North,174.44
2024-02-12,S005,P0009,Furniture,North,167.03
2024-02-19,S005,P0009,Furniture,North,174.1
2024-02-26,S005,P0009,Furniture,North,160.33
2024-01-08,S005,P0010,Toys,North,280.99
2024-01-15,S005,P0010,Toys,North,277.61
2024-01-22,S005,P0010,Toys,North,277.3
2024-01-29,S005,P0010,Toys,North,294.26
2024-02-05,S005,P0010,Toys,North,170.04
2024-02-12,S005,P0010,Toys,North,154.7
2024-02-19,S005,P0010,Toys,North,285.8
2024-02-26,S005,P0010,Toys,North,163.69
2024-01-08,S005,P0011,Groceries,North,111.46
2024-01-15,S005,P0011,Groceries,North,128.99
2024-01-22,S005,P0011,Groceries,North,104.34
2024-01-29,S005,P0011,Groceries,North,113.15
2024-02-05,S005,P0011,Groceries,North,101.0
2024-02-12,S005,P0011,Groceries,North,103.87
2024-02-19,S005,P0011,Groceries,North,144.37
2024-02-26,S005,P0011,Groceries,North,104.59
2024-01-08,S005,P0012,Electronics,North,95.65
2024-01-15,S005,P0012,Electronics,North,97.59
2024-01-22,S005,P0012,Electronics,North,103.42
2024-01-29,S005,P0012,Electronics,North,103.71
2024-02-05,S005,P0012,Electronics,North,113.72
2024-02-12,S005,P0012,Electronics,North,138.46
2024-02-19,S005,P0012,Electronics,North,133.88
2024-02-26,S005,P0012,Electronics,North,133.27
2024-01-08,S005,P0013,Electronics,West,200.82
2024-01-15,S005,P0013,Electronics,West,210.04
2024-01-22,S005,P0013,Electronics,West,193.02
2024-01-29,S005,P0013,Electronics,West,177.83
2024-02-05,S005,P0013,Electronics,West,181.99
2024-02-12,S005,P0013,Electronics,West,174.89
2024-02-19,S005,P0013,Electronics,West,195.65
2024-02-26,S005,P0013,Electronics,West,197.06
2024-01-08,S005,P0014,Toys,West,160.78
2024-01-15,S005,P0014,Toys,West,160.49
2024-01-22,S005,P0014,Toys,West,168.04
2024-01-29,S005,P0014,Toys,West,167.61
2024-02-05,S005,P0014,Toys,West,147.99
2024-02-12,S005,P0014,Toys,West,153.73
2024-02-19,S005,P0014,Toys,West,164.68
2024-02-26,S005,P0014,Toys,West,157.61
2024-01-08,S005,P0015,Furniture,North,161.37
2024-01-15,S005,P0015,Furniture,North,157.05
2024-01-22,S005,P0015,Furniture,North,150.9
2024-01-29,S005,P0015,Furniture,North,145.33
2024-02-05,S005,P0015,Furniture,North,154.18
2024-02-12,S005,P0015,Furniture,North,157.22
2024-02-19,S005,P0015,Furniture,North,159.38
2024-02-26,S005,P0015,Furniture,North,155.37
2024-01-08,S005,P0016,Furniture,East,185.19
2024-01-15,S005,P0016,Furniture,East,156.42
2024-01-22,S005,P0016,Furniture,East,145.55
2024-01-29,S005,P0016,Furniture,East,153.57
2024-02-05,S005,P0016,Furniture,East,173.8
2024-02-12,S005,P0016,Furniture,East,202.55
2024-02-19,S005,P0016,Furniture,East,149.43
2024-02-26,S005,P0016,Furniture,East,122.85
2024-01-08,S005,P0017,Toys,North,192.4
2024-01-15,S005,P0017,Toys,North,183.0
2024-01-22,S005,P0017,Toys,North,159.68
2024-01-29,S005,P0017,Toys,North,181.19
2024-02-05,S005,P0017,Toys,North,184.29
2024-02-12,S005,P0017,Toys,North,172.12
2024-02-19,S005,P0017,Toys,North,184.96
2024-02-26,S005,P0017,Toys,North,188.53
2024-01-08,S005,P0018,Clothing,West,118.83
2024-01-15,S005,P0018,Clothing,West,121.21
2024-01-22,S005,P0018,Clothing,West,139.0
2024-01-29,S005,P0018,Clothing,West,122.0
2024-02-05,S005,P0018,Clothing,West,125.86
2024-02-12,S005,P0018,Clothing,West,125.4
2024-02-19,S005,P0018,Clothing,West,150.18
2024-02-26,S005,P0018,Clothing,West,122.07
2024-01-08,S005,P0019,Toys,East,184.0
2024-01-15,S005,P0019,Toys,East,202.18
2024-01-22,S005,P0019,Toys,East,198.82
2024-01-29,S005,P0019,Toys,East,191.77
2024-02-05,S005,P0019,Toys,East,193.06
2024-02-12,S005,P0019,Toys,East,200.03
2024-02-19,S005,P0019,Toys,East,197.07
2024-02-26,S005,P0019,Toys,East,191.31
2024-01-08,S005,P0020,Groceries,East,123.11
2024-01-15,S005,P0020,Groceries,East,119.22
2024-01-22,S005,P0020,Groceries,East,97.9
2024-01-29,S005,P0020,Groceries,East,103.44
2024-02-05,S005,P0020,Groceries,East,122.69
2024-02-12,S005,P0020,Groceries,East,106.42
2024-02-19,S005,P0020,Groceries,East,103.21
2024-02-26,S005,P0020,Groceries,East,100.09
